Gala-Sp8
GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb-Sp8
GalNAca1-3(Fuca1-2)Galb1-4Glcb-Sp0
GlcNAcb1-3Galb1-3GalNAca-Sp8
GalNAca1-3(Fuca1-2)Galb-Sp8
GalNAca1-3(Fuca1-2)Galb-Sp18
GalNAca1-3GalNAcb-Sp8
GalNAca1-3Galb-Sp8
GalNAca1-4(Fuca1-2)Galb1-4GlcNAcb-Sp8
GalNAcb1-3GalNAca-Sp8
GalNAcb1-3(Fuca1-2)Galb-Sp8
GalNAcb1-3Gala1-4Galb1-4GlcNAcb-Sp0
GalNAcb1-4(Fuca1-3)GlcNAcb-Sp0
GalNAcb1-4GlcNAcb-Sp0
GalNAcb1-4GlcNAcb-Sp8
Gala1-2Galb-Sp8
Gala1-3(Fuca1-2)Galb1-3GlcNAcb-Sp0
Gala1-3(Fuca1-2)Galb1-3GlcNAcb-Sp8
Gala1-3(Fuca1-2)Galb1-4(Fuca1-3)GlcNAcb-Sp0
Gala1-3(Fuca1-2)Galb1-4(Fuca1-3)GlcNAcb-Sp8
Gala1-3(Fuca1-2)Galb1-4GlcNAc-Sp0
Gala1-3(Fuca1-2)Galb1-4Glcb-Sp0
Gala1-3(Fuca1-2)Galb-Sp8
Gala1-3(Fuca1-2)Galb-Sp18
Gala1-4(Gala1-3)Galb1-4GlcNAcb-Sp8
Gala1-3GalNAca-Sp8
Gala1-3GalNAca-Sp16
Gala1-3GalNAcb-Sp8
Gala1-3Galb1-4(Fuca1-3)GlcNAcb-Sp8
Gala1-3Galb1-3GlcNAcb-Sp0
Gala1-3Galb1-4GlcNAcb-Sp8
Gala1-3Galb1-4Glcb-Sp0
Gala1-3Galb1-4Glc-Sp10
Gala1-3Galb-Sp8
Gala1-4(Fuca1-2)Galb1-4GlcNAcb-Sp8
Gala1-4Galb1-4GlcNAcb-Sp0
Gala1-4Galb1-4GlcNAcb-Sp8
Gala1-4Galb1-4Glcb-Sp0
Gala1-4GlcNAcb-Sp8
Gala1-6Glcb-Sp8
Galb1-2Galb-Sp8
Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0
Galb1-3GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0
Galb1-3(Fuca1-4)GlcNAc-Sp0 
Galb1-3(Fuca1-4)GlcNAc-Sp8 
Fuca1-4(Galb1-3)GlcNAcb-Sp8
Galb1-4GlcNAcb1-6GalNAca-Sp8
Galb1-4GlcNAcb1-6GalNAc-Sp14
GlcNAcb1-6(Galb1-3)GalNAca-Sp8 
GlcNAcb1-6(Galb1-3)GalNAca-Sp14
Neu5Aca2-6(Galb1-3)GalNAca-Sp8
Neu5Aca2-6(Galb1-3)GalNAca-Sp14
Neu5Acb2-6(Galb1-3)GalNAca-Sp8
Neu5Aca2-6(Galb1-3)GlcNAcb1-4Galb1-4Glcb-Sp10
Galb1-3GalNAca-Sp8
Galb1-3GalNAca-Sp14
Galb1-3GalNAca-Sp16
Galb1-3GalNAcb-Sp8
Galb1-3GalNAcb1-3Gala1-4Galb1-4Glcb-Sp0
Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp0
Galb1-3GalNAcb1-4Galb1-4Glcb-Sp8
Galb1-3Galb-Sp8
Galb1-3GlcNAcb1-3Galb1-4GlcNAcb-Sp0
Galb1-3GlcNAcb1-3Galb1-4Glcb-Sp10
Galb1-3GlcNAcb-Sp0
Galb1-3GlcNAcb-Sp8
Galb1-4(Fuca1-3)GlcNAcb-Sp0
Galb1-4(Fuca1-3)GlcNAcb-Sp8
Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0
Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0
Galb1-46SGlcb-Sp0
Galb1-46SGlcb-Sp8
Galb1-4GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb-Sp8
Galb1-4GalNAcb1-3(Fuca1-2)Galb1-4GlcNAcb-Sp8
Galb1-4GlcNAcb1-3GalNAca-Sp8
Galb1-4GlcNAcb1-3GalNAc-Sp14
Galb1-4GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0
Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0
Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0
Galb1-4GlcNAcb1-3Galb1-4Glcb-Sp0
Galb1-4GlcNAcb1-3Galb1-4Glcb-Sp8
Galb1-4GlcNAcb1-6(Galb1-3)GalNAca-Sp8
Galb1-4GlcNAcb1-6(Galb1-3)GalNAc-Sp14
Galb1-4GlcNAcb-Sp0
Galb1-4GlcNAcb-Sp8
Galb1-4GlcNAcb-Sp23
Galb1-4Glcb-Sp0
Galb1-4Glcb-Sp8
GlcNAca1-3Galb1-4GlcNAcb-Sp8
GlcNAca1-6Galb1-4GlcNAcb-Sp8
GlcNAcb1-2Galb1-3GalNAca-Sp8
GlcNAcb1-6(GlcNAcb1-3)GalNAca-Sp8
GlcNAcb1-6(GlcNAcb1-3)GalNAca-Sp14
GlcNAcb1-6(GlcNAcb1-3)Galb1-4GlcNAcb-Sp8
GlcNAcb1-3GalNAca-Sp8
GlcNAcb1-3GalNAca-Sp14
GlcNAcb1-3Galb-Sp8
GlcNAcb1-3Galb1-4GlcNAcb-Sp0
GlcNAcb1-3Galb1-4GlcNAcb-Sp8
GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0
GlcNAcb1-3Galb1-4Glcb-Sp0
GlcNAcb-MDPLys
GlcNAcb1-6(GlcNAcb1-4)GalNAca-Sp8
GlcNAcb1-4Galb1-4GlcNAcb-Sp8
GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb1-Sp8
GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb1-Sp8
GlcNAcb1-4GlcNAcb1-4GlcNAcb-Sp8
GlcNAcb1-6GalNAca-Sp8
GlcNAcb1-6GalNAca-Sp14
GlcNAcb1-6Galb1-4GlcNAcb-Sp8
Glca1-4Glcb-Sp8
Glca1-4Glca-Sp8
Glca1-6Glca1-6Glcb-Sp8
Glcb1-4Glcb-Sp8
Glcb1-6Glcb-Sp8
Gal-Sp8
GlcAa-Sp8
GlcAb-Sp8
GlcAb1-3Galb-Sp8
GlcAb1-6Galb-Sp8
KDNa2-3Galb1-3GlcNAcb-Sp0
KDNa2-3Galb1-4GlcNAcb-Sp0
Mana1-2Mana1-2Mana1-3Mana-Sp9
Mana1-2Mana1-6(Mana1-2Mana1-3)Mana-Sp9
Mana1-2Mana1-3Mana-Sp9
Mana1-6(Mana1-2Mana1-3)Mana1-6(Mana1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
Mana1-2Mana1-6(Mana1-3)Mana1-6(Mana1-2Mana1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
Mana1-2Mana1-6(Mana1-2Mana1-3)Mana1-6(Mana1-2Mana1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
Mana1-6(Mana1-3)Mana-Sp9
Mana1-2Mana1-2Mana1-6(Mana1-3)Mana-Sp9
Mana1-6(Mana1-3)Mana1-6(Mana1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
Mana1-6(Mana1-3)Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
Manb1-4GlcNAcb-Sp0
Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0
3SGalb1-4(Fuca1-3)6SGlcNAcb-Sp8 
Fuca1-26SGalb1-4GlcNAcb-Sp0
Fuca1-2Galb1-46SGlcNAcb-Sp8
Fuca1-26SGalb1-46SGlcb-Sp0
Neu5Aca2-3Galb1-3GalNAca-Sp8
Neu5Aca2-3Galb1-3GalNAca-Sp14
GalNAcb1-4(Neu5Aca2-8Neu5Aca2-8Neu5Aca2-8Neu5Aca2-3)Galb1-4Glcb-Sp0
GalNAcb1-4(Neu5Aca2-8Neu5Aca2-8Neu5Aca2-3)Galb1-4Glcb-Sp0
Neu5Aca2-8Neu5Aca2-8Neu5Aca2-3Galb1-4Glcb-Sp0
GalNAcb1-4(Neu5Aca2-8Neu5Aca2-3)Galb1-4Glcb-Sp0
Neu5Aca2-8Neu5Aca2-8Neu5Aca-Sp8
Neu5Aca2-36SGalb1-4(Fuca1-3)GlcNAcb-Sp8
GalNAcb1-4(Neu5Aca2-3)Galb1-4GlcNAcb-Sp0
GalNAcb1-4(Neu5Aca2-3)Galb1-4GlcNAcb-Sp8
GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp0
Neu5Aca2-3Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp0
Neu5Aca2-6(Neu5Aca2-3)GalNAca-Sp8
Neu5Aca2-3GalNAca-Sp8
Neu5Aca2-3GalNAcb1-4GlcNAcb-Sp0
Neu5Aca2-3Galb1-36SGlcNAc-Sp8
Neu5Aca2-3Galb1-3(Fuca1-4)GlcNAcb-Sp8
Neu5Aca2-3Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0
Neu5Aca2-3Galb1-4(Neu5Aca2-3Galb1-3)GlcNAcb-Sp8
Neu5Aca2-3Galb1-36SGalNAca-Sp8
Neu5Aca2-6(Neu5Aca2-3Galb1-3)GalNAca-Sp8
Neu5Aca2-6(Neu5Aca2-3Galb1-3)GalNAca-Sp14
Neu5Aca2-3Galb-Sp8
Neu5Aca2-3Galb1-3GalNAcb1-3Gala1-4Galb1-4Glcb-Sp0
Neu5Aca2-3Galb1-3GlcNAcb1-3Galb1-4GlcNAcb-Sp0
Fuca1-26SGalb1-4Glcb-Sp0
Neu5Aca2-3Galb1-3GlcNAcb-Sp0
Neu5Aca2-3Galb1-3GlcNAcb-Sp8
Neu5Aca2-3Galb1-46SGlcNAcb-Sp8
Neu5Aca2-3Galb1-4(Fuca1-3)6SGlcNAcb-Sp8
Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0
Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb-Sp0
Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb-Sp8
Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb-Sp8
Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4GlcNAcb-Sp8
Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0
Neu5Aca2-3Galb1-4GlcNAcb-Sp0
Neu5Aca2-3Galb1-4GlcNAcb-Sp8
Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0
Fuca1-2Galb1-46SGlcb-Sp0
Neu5Aca2-3Galb1-4Glcb-Sp0
Neu5Aca2-3Galb1-4Glcb-Sp8
Neu5Aca2-6GalNAca-Sp8
Neu5Aca2-6GalNAcb1-4GlcNAcb-Sp0
Neu5Aca2-6Galb1-46SGlcNAcb-Sp8
Neu5Aca2-6Galb1-4GlcNAcb-Sp0
Neu5Aca2-6Galb1-4GlcNAcb-Sp8
Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0
Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0
Neu5Aca2-6Galb1-4Glcb-Sp0
Neu5Aca2-6Galb1-4Glcb-Sp8
Neu5Aca2-6Galb-Sp8
Neu5Aca2-8Neu5Aca-Sp8
Neu5Aca2-8Neu5Aca2-3Galb1-4Glcb-Sp0
Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-3(Fuca1-4)GlcNAcb-Sp0
Neu5Acb2-6GalNAca-Sp8
Neu5Acb2-6Galb1-4GlcNAcb-Sp8
Neu5Gca2-3Galb1-3(Fuca1-4)GlcNAcb-Sp0
Neu5Gca2-3Galb1-3GlcNAcb-Sp0
Neu5Gca2-3Galb1-4(Fuca1-3)GlcNAcb-Sp0
Neu5Gca2-3Galb1-4GlcNAcb-Sp0
Neu5Gca2-3Galb1-4Glcb-Sp0
Neu5Gca2-6GalNAca-Sp0
Neu5Gca2-6Galb1-4GlcNAcb-Sp0
Neu5Gca-Sp8
Neu5Aca2-3Galb1-4GlcNAcb1-6(Galb1-3)GalNAca-Sp14
Galb1-3GlcNAcb1-3Galb1-3GlcNAcb-Sp0
Galb1-4(Fuca1-3)6SGlcNAcb-Sp0 
Galb1-4(Fuca1-3)6SGlcb-Sp0
Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-3(Fuca1-4)GlcNAcb-Sp0
Galb1-4GlcNAcb1-3Galb1-3GlcNAcb-Sp0
Neu5Aca2-3Galb1-3GlcNAcb1-3Galb1-3GlcNAcb-Sp0? ???? 
Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-3GlcNAcb-Sp0
4S3SGalb1-4GlcNAcb-Sp0
6SGalb1-46SGlcNAcb-Sp0
6PGlcb-Sp10
Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-6(Galb1-3)GalNAca-Sp14
Galb1-3Galb1-4GlcNAcb-Sp8
Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-3)Galb1-4GlcNAc-Sp0
GlcNAcb1-6(Galb1-4GlcNAcb1-3)Galb1-4GlcNAc-Sp0
Galb1-4GlcNAca1-6Galb1-4GlcNAcb-Sp0
Galb1-4GlcNAcb1-6Galb1-4GlcNAcb-Sp0
GalNAcb1-3Galb-Sp8
GlcAb1-3GlcNAcb-Sp8
Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
GlcNAcb1-3Man-Sp10
GlcNAcb1-4GlcNAcb-Sp10
GlcNAcb1-4GlcNAcb-Sp12
MurNAcb1-4GlcNAcb-Sp10
Mana1-6Manb-Sp10
Mana1-6(Mana1-3)Mana1-6(Mana1-3)Manb-Sp10
Mana1-2Mana1-6(Mana1-3)Mana1-6(Mana1-2Mana1-2Mana1-3)Mana-Sp9
Mana1-2Mana1-6(Mana1-2Mana1-3)Mana1-6(Mana1-2Mana1-2Mana1-3)Mana-Sp9
Neu5Aca2-3Galb1-4GlcNAcb1-6(Neu5Aca2-3Galb1-3)GalNAca-Sp14
Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
Neu5Aca2-8Neu5Acb-Sp17
Neu5Aca2-8Neu5Aca2-8Neu5Acb-Sp8
Neu5Gcb2-6Galb1-4GlcNAc-Sp8
Galb1-3GlcNAcb1-2Mana1-6(Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp19
Neu5Aca2-3Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
Neu5Aca2-3Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-6(Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp20
"Neu5,9Ac2a2-3Galb1-4GlcNAcb-Sp0"
"Neu5,9Ac2a2-3Galb1-3GlcNAcb-Sp0"
Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-3GlcNAcb-Sp0
Neu5Aca2-3Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-3(Fuca1-4)GlcNAcb-Sp0
Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0
Gala1-4Galb1-4GlcNAcb1-3Galb1-4Glcb-Sp0
GalNAcb1-3Gala1-4Galb1-4GlcNAcb1-3Galb1-4Glcb-Sp0
GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0
GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0
Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-6(Neu5Aca2-3Galb1-3)GalNAc-Sp14
GlcNAca1-4Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0
GlcNAca1-4Galb1-4GlcNAcb-Sp0
GlcNAca1-4Galb1-3GlcNAcb-Sp0
GlcNAca1-4Galb1-4GlcNAcb1-3Galb1-4Glcb-Sp0
GlcNAca1-4Galb1-4GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0
GlcNAca1-4Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0
GlcNAca1-4Galb1-3GalNAc-Sp14
Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp12
Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp12
Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6Manb1-4GlcNAcb1-4GlcNAc-Sp12
Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3Manb1-4GlcNAcb1-4GlcNAc-Sp12
Galb1-4GlcNAcb1-2Mana1-3Manb1-4GlcNAcb1-4GlcNAc-Sp12
Galb1-4GlcNAcb1-2Mana1-6Manb1-4GlcNAcb1-4GlcNAc-Sp12
Mana1-6(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
GlcNAcb1-2Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp22
Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp22
Galb1-3GlcNAcb1-2Mana1-6(Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp22
6SGlcNAcb1-3Galb1-4GlcNAcb-Sp0
KDNa2-3Galb1-4(Fuca1-3)GlcNAc-Sp0
KDNa2-6Galb1-4GlcNAc-Sp0
KDNa2-3Galb1-4Glc-Sp0
KDNa2-3Galb1-3GalNAca-Sp14
Fuca1-2Galb1-3GlcNAcb1-2Mana1-6(Fuca1-2Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp20
Fuca1-2Galb1-4GlcNAcb1-2Mana1-6(Fuca1-2Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp20
Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-6(Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAb-Sp20
Gala1-3Galb1-4GlcNAcb1-2Mana1-6(Gala1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp20
Galb1-4GlcNAcb1-2Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
Fuca1-4(Galb1-3)GlcNAcb1-2Mana1-6(Fuca1-4(Galb1-3)GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp22
Neu5Aca2-6GlcNAcb1-4GlcNAc-Sp21
Neu5Aca2-6GlcNAcb1-4GlcNAcb1-4GlcNAc-Sp21
Galb1-4(Fuca1-3)GlcNAcb1-6(Fuca1-2Galb1-4GlcNAcb1-3)Galb1-4Glc-Sp21
Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-4(Galb1-4GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp21
GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb1-2Mana1-6(GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp20
Gala1-3(Fuca1-2)Galb1-4GlcNAcb1-2Mana1-6(Gala1-3(Fuca1-2)Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp20
Gala1-3Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-6(Gala1-3Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp20
GalNAca1-3(Fuca1-2)Galb1-3GlcNAcb1-2Mana1-6(GalNAca1-3(Fuca1-2)Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp20
Gala1-3(Fuca1-2)Galb1-3GlcNAcb1-2Mana1-6(Gala1-3(Fuca1-2)Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp20
Neu5Aca2-3Galb1-4GlcNAcb1-3GalNAc-Sp14
Neu5Aca2-6Galb1-4GlcNAcb1-3GalNAc-Sp14
Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-3GalNAca-Sp14
GalNAcb1-4GlcNAcb1-2Mana1-6(GalNAcb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp12
Galb1-3GalNAca1-3(Fuca1-2)Galb1-4Glc-Sp0
Galb1-3GalNAca1-3(Fuca1-2)Galb1-4GlcNAc-Sp0
Galb1-3GlcNAcb1-3Galb1-4GlcNAcb1-6(Galb1-3GlcNAcb1-3)Galb1-4Glcb-Sp0
